"Origin","Destination","Transport","TimeHours","CostUSD","LastUpdated","Note"
"Cairo","Rome","plane","3.43","180.19","2026-06-24","Estimated from geodesic distance model"
"Cairo","Singapore","plane","11.57","559.48","2026-06-24","Estimated from geodesic distance model"
"Cairo","Sofia","plane","2.63","155.84","2026-06-24","Estimated from geodesic distance model"
"Cairo","Tripoli","plane","2.93","172.12","2026-06-24","Estimated from geodesic distance model"
"Cairo","Washington DC","plane","16.43","611.77","2026-06-24","Estimated from geodesic distance model"
"Canberra","Abu Dhabi","plane","18.25","788.48","2026-06-24","Estimated from geodesic distance model"
"Canberra","Amsterdam","plane","27.36","1089.9","2026-06-24","Estimated from geodesic distance model"
"Canberra","Asmara","plane","19.48","851.02","2026-06-24","Estimated from geodesic distance model"
"Canberra","Asuncion","plane","20.84","824.14","2026-06-24","Estimated from geodesic distance model"
"Canberra","Athens","plane","27.28","962.41","2026-06-24","Estimated from geodesic distance model"
"Canberra","Baghdad","plane","24.82","843.81","2026-06-24","Estimated from geodesic distance model"
"Canberra","Baku","plane","22.96","860.95","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bangui","plane","24.55","932.96","2026-06-24","Estimated from geodesic distance model"
"Canberra","Beijing","plane","15.73","580.64","2026-06-24","Estimated from geodesic distance model"
"Canberra","Belgrade","plane","27.34","969.91","2026-06-24","Estimated from geodesic distance model"
"Canberra","Belmopan","plane","24.95","860.13","2026-06-24","Estimated from geodesic distance model"
"Canberra","Berlin","plane","27.26","973.18","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bern","plane","29.29","1056.74","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bogota","plane","26.15","909.57","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bogota","plane","26.15","909.57","2026-06-24","Estimated from geodesic distance model"
"Canberra","Brasilia","plane","25.63","885.21","2026-06-24","Estimated from geodesic distance model"
"Canberra","Brasilia","plane","25.63","885.21","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bridgetown","plane","26.44","1047.77","2026-06-24","Estimated from geodesic distance model"
"Canberra","Brussels","plane","28.66","1034.42","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bucharest","plane","26.59","935.81","2026-06-24","Estimated from geodesic distance model"
"Canberra","Budapest","plane","26.47","1039.37","2026-06-24","Estimated from geodesic distance model"
"Canberra","Bujumbura","plane","19.44","844.34","2026-06-24","Estimated from geodesic distance model"
"Canberra","Cairo","plane","25.44","881.48","2026-06-24","Estimated from geodesic distance model"
"Canberra","Caracas","plane","27.47","972.88","2026-06-24","Estimated from geodesic distance model"
"Canberra","Chisinau","plane","25.94","1005.45","2026-06-24","Estimated from geodesic distance model"
"Canberra","Dili","plane","5.27","297.57","2026-06-24","Estimated from geodesic distance model"
"Canberra","Doha","plane","18.59","806.34","2026-06-24","Estimated from geodesic distance model"
"Canberra","Dushanbe","plane","19.15","744.47","2026-06-24","Estimated from geodesic distance model"
"Canberra","George Town","plane","25.37","980.55","2026-06-24","Estimated from geodesic distance model"
"Canberra","Georgetown","plane","26.17","1029.73","2026-06-24","Estimated from geodesic distance model"
"Canberra","Havana","plane","25.54","989.19","2026-06-24","Estimated from geodesic distance model"
"Canberra","Helsinki","plane","25.04","976.58","2026-06-24","Estimated from geodesic distance model"
"Canberra","Islamabad","plane","17.8","755.67","2026-06-24","Estimated from geodesic distance model"
"Canberra","Jerusalem","plane","25.6","883.09","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kyiv","plane","25.92","907.91","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kigali","plane","19.98","786.37","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kingston","plane","3.37","178.09","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kingston","plane","3.37","178.09","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kinshasa","plane","24.98","853.05","2026-06-24","Estimated from geodesic distance model"
"Canberra","Ngerulmud","plane","6.84","345.89","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kuala Lumpur","plane","9.9","467.04","2026-06-24","Estimated from geodesic distance model"
"Canberra","Kuala Lumpur","plane","9.9","467.04","2026-06-24","Estimated from geodesic distance model"
"Canberra","La Paz","plane","23.77","803.35","2026-06-24","Estimated from geodesic distance model"
"Canberra","Libreville","plane","24","921.59","2026-06-24","Estimated from geodesic distance model"
"Canberra","Lilongwe","plane","17.45","746.16","2026-06-24","Estimated from geodesic distance model"
"Canberra","Lima","plane","20.95","829.84","2026-06-24","Estimated from geodesic distance model"
"Canberra","Lisbon","plane","28.38","1154.18","2026-06-24","Estimated from geodesic distance model"
"Canberra","London","plane","27.98","1119.67","2026-06-24","Estimated from geodesic distance model"
"Canberra","Luxembourg","plane","27.73","1104.01","2026-06-24","Estimated from geodesic distance model"
"Canberra","Madrid","plane","29.7","1084.85","2026-06-24","Estimated from geodesic distance model"
"Canberra","Madrid","plane","29.7","1084.85","2026-06-24","Estimated from geodesic distance model"
"Canberra","Malabo","plane","24.46","944.66","2026-06-24","Estimated from geodesic distance model"
"Canberra","Male","plane","12.46","606.46","2026-06-24","Estimated from geodesic distance model"
"Canberra","Male","plane","12.46","606.46","2026-06-24","Estimated from geodesic distance model"
"Canberra","Manama","plane","19.33","839.03","2026-06-24","Estimated from geodesic distance model"
"Canberra","Manila","plane","9.7","455.71","2026-06-24","Estimated from geodesic distance model"
"Canberra","Maseru","plane","17.91","684.11","2026-06-24","Estimated from geodesic distance model"
"Canberra","Mbabane","plane","17.6","671.61","2026-06-24","Estimated from geodesic distance model"
"Canberra","Montevideo","plane","18.58","799.49","2026-06-24","Estimated from geodesic distance model"
"Canberra","N'Djamena","plane","24.5","948.31","2026-06-24","Estimated from geodesic distance model"
"Canberra","Nassau","plane","26.95","953.37","2026-06-24","Estimated from geodesic distance model"
"Canberra","New Delhi","plane","17.76","675.44","2026-06-24","Estimated from geodesic distance model"
"Canberra","Noumea","plane","3.5","202.69","2026-06-24","Estimated from geodesic distance model"
"Canberra","Noumea","plane","3.5","202.69","2026-06-24","Estimated from geodesic distance model"
"Canberra","Nuku'alofa","plane","5.67","289.65","2026-06-24","Estimated from geodesic distance model"
"Canberra","Nuuk","plane","26.68","1062.16","2026-06-24","Estimated from geodesic distance model"
"Canberra","Oranjestad","plane","25.49","995.93","2026-06-24","Estimated from geodesic distance model"
"Canberra","Oslo","plane","27.75","990.35","2026-06-24","Estimated from geodesic distance model"
"Canberra","Ottawa","plane","28.7","1027.9","2026-06-24","Estimated from geodesic distance model"
"Canberra","Pyongyang","plane","13.15","577.27","2026-06-24","Estimated from geodesic distance model"
"Canberra","Pyongyang","plane","13.15","577.27","2026-06-24","Estimated from geodesic distance model"
"Canberra","Panama","plane","26.16","908","2026-06-24","Estimated from geodesic distance model"
"Canberra","Papeete","plane","9.4","442.72","2026-06-24","Estimated from geodesic distance model"
"Canberra","Paramaribo","plane","27.66","986.01","2026-06-24","Estimated from geodesic distance model"
"Canberra","Paris","plane","29.05","1051.75","2026-06-24","Estimated from geodesic distance model"
"Canberra","Phnom Penh","plane","10.09","480.25","2026-06-24","Estimated from geodesic distance model"
"Canberra","Port Moresby","plane","4.17","238.23","2026-06-24","Estimated from geodesic distance model"
"Canberra","Port Vila","plane","4.17","216.27","2026-06-24","Estimated from geodesic distance model"
"Canberra","Prague","plane","28.15","1006.13","2026-06-24","Estimated from geodesic distance model"
"Canberra","Praia","plane","28.31","1144.24","2026-06-24","Estimated from geodesic distance model"
"Canberra","Pretoria","plane","17.62","674.84","2026-06-24","Estimated from geodesic distance model"
"Canberra","Quito","plane","25.39","871","2026-06-24","Estimated from geodesic distance model"
"Canberra","Quito","plane","25.39","871","2026-06-24","Estimated from geodesic distance model"
"Canberra","Reykjavik","plane","29.13","1052.46","2026-06-24","Estimated from geodesic distance model"
"Canberra","Riga","plane","25.93","1011.63","2026-06-24","Estimated from geodesic distance model"
"Canberra","Road Town","plane","27.48","983.52","2026-06-24","Estimated from geodesic distance model"
"Canberra","Saint-Pierre","plane","28.76","1160.01","2026-06-24","Estimated from geodesic distance model"
"Canberra","San Marino","plane","26.29","1042.31","2026-06-24","Estimated from geodesic distance model"
"Canberra","San Salvador","plane","25.5","875.74","2026-06-24","Estimated from geodesic distance model"
"Canberra","Santiago","plane","17.68","756.06","2026-06-24","Estimated from geodesic distance model"
"Canberra","Sarajevo","plane","26","1022.7","2026-06-24","Estimated from geodesic distance model"
"Canberra","Seoul","plane","12.22","590.66","2026-06-24","Estimated from geodesic distance model"
"Canberra","Singapore","plane","9.55","448.01","2026-06-24","Estimated from geodesic distance model"
"Canberra","St. Peter Port","plane","29.14","1059.15","2026-06-24","Estimated from geodesic distance model"
"Canberra","Stockholm","plane","28.1","998.44","2026-06-24","Estimated from geodesic distance model"
"Canberra","Suva","plane","4.8","272.37","2026-06-24","Estimated from geodesic distance model"
"Canberra","Tallinn","plane","26.15","1018.17","2026-06-24","Estimated from geodesic distance model"
"Canberra","Tokyo","plane","12.08","526","2026-06-24","Estimated from geodesic distance model"
"Canberra","Torshavn","plane","27.74","1103.8","2026-06-24","Estimated from geodesic distance model"
"Canberra","Tunis","plane","27.97","1003.58","2026-06-24","Estimated from geodesic distance model"
"Canberra","Valletta","plane","27.32","974.09","2026-06-24","Estimated from geodesic distance model"
"Canberra","Vientiane","plane","11.35","544.19","2026-06-24","Estimated from geodesic distance model"
"Canberra","Vientiane","plane","11.35","544.19","2026-06-24","Estimated from geodesic distance model"
"Canberra","Vilnius","plane","25.63","999.47","2026-06-24","Estimated from geodesic distance model"
"Canberra","W. Indies","plane","26.88","1066.95","2026-06-24","Estimated from geodesic distance model"
"Canberra","Warsaw","plane","26.2","1026.28","2026-06-24","Estimated from geodesic distance model"
"Canberra","Washington DC","plane","25.81","1019.19","2026-06-24","Estimated from geodesic distance model"
"Canberra","Wellington","plane","3.76","196.74","2026-06-24","Estimated from geodesic distance model"
"Canberra","Willemstad","plane","27.16","960.68","2026-06-24","Estimated from geodesic distance model"
"Canberra","Yaounde","plane","25.62","890.08","2026-06-24","Estimated from geodesic distance model"
"Canberra","Zagreb","plane","26.41","1041.81","2026-06-24","Estimated from geodesic distance model"
"Caracas","Bogota","bus","15.34","38.79","2026-06-24","Estimated from geodesic distance model"
"Caracas","Bogota","plane","2.14","117.7","2026-06-24","Estimated from geodesic distance model"
"Caracas","Brasilia","bus","50.88","134.54","2026-06-24","Estimated from geodesic distance model"
"Caracas","Canberra","plane","26.54","938.33","2026-06-24","Estimated from geodesic distance model"
"Caracas","Lima","plane","4.23","219.27","2026-06-24","Estimated from geodesic distance model"
"Caracas","Lisbon","plane","10.5","448.67","2026-06-24","Estimated from geodesic distance model"
"Caracas","London","plane","10.92","522.92","2026-06-24","Estimated from geodesic distance model"
"Caracas","Pretoria","plane","17.43","741.25","2026-06-24","Estimated from geodesic distance model"
"Caracas","Singapore","plane","30.99","1144.29","2026-06-24","Estimated from geodesic distance model"
"Caracas","Washington DC","plane","4.78","271.38","2026-06-24","Estimated from geodesic distance model"
"Cayenne","Brasilia","truck","38.24","79.26","2026-06-24","Estimated from geodesic distance model"
"Cayenne","Paramaribo","plane","1.3","76.67","2026-06-24","Estimated from geodesic distance model"
"Charlotte Amalie","Road Town","boat","1.85","26.2","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Bucharest","train","3.92","26.85","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Bucharest","bus","6.05","17.25","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Canberra","plane","24.9","967.11","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Kyiv","train","4.14","30.38","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Kyiv","bus","6.66","18.65","2026-06-24","Estimated from geodesic distance model"
"Chisinau","Lima","plane","18.77","812.85","2026-06-24","Estimated from geodesic distance model"
"Chisinau","London","plane","3.45","181.28","2026-06-24","Estimated from geodesic distance model"
